MFN2:9927|PLOD1:5351	Hereditary_motor_and_sensory_neuropathy|Ehlers-Danlos_syndrome,_hydroxylysine-deficient|Charcot-Marie-Tooth_disease,_type_2	MedGen:C0027888,Orphanet:ORPHA140450|MedGen:C0268342,OMIM:225400,Orphanet:ORPHA1900,SNOMED_CT:25606004|MedGen:C0270914,Orphanet:ORPHA64746
MFN2:9927	Hereditary_motor_and_sensory_neuropathy|Charcot-Marie-Tooth_disease,_type_2	MedGen:C0027888,Orphanet:ORPHA140450|MedGen:C0270914,Orphanet:ORPHA64746
TNFRSF8:943	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
VPS13D:55187	Spinocerebellar_ataxia_autosomal_recessive_4	Gene:260415,MedGen:C1846492,OMIM:607317,Orphanet:ORPHA95434
PRAMEF1:65121	not_specified	MedGen:CN169374
HNRNPCL1:343069	Rokitansky_Kuster_Hauser_syndrome	MedGen:C1698581,OMIM:277000,Orphanet:ORPHA3109
PRAMEF2:65122	not_specified	MedGen:CN169374
PRAMEF16:654348	Ductal_breast_carcinoma	MedGen:C1527349
PRDM2:7799	not_specified	MedGen:CN169374
CTRC:11330	Hereditary_pancreatitis	MedGen:C0238339,OMIM:167800,Orphanet:ORPHA676,SNOMED_CT:68072000
PLEKHM2:23207	Dilated_Cardiomyopathy,_Recessive	MedGen:CN239222
SPEN:23013	not_provided	MedGen:CN517202
HSPB7:27129	Oromandibular-limb_hypogenesis_spectrum	Gene:4156,MedGen:C0221060,OMIM:157900,Orphanet:ORPHA570,SNOMED_CT:89444000
CLCNKA:1187	Bartter_syndrome_type_3|Bartter_syndrome,_type_4b	MedGen:C1846343,OMIM:607364,Orphanet:ORPHA93605|MedGen:C4310805,OMIM:613090
CLCNKA:1187|LOC106501712:106501712	Bartter_syndrome,_type_4b	MedGen:C4310805,OMIM:613090
CLCNKB:1188	not_provided	MedGen:CN517202
CLCNKB:1188|LOC106501713:106501713	not_specified	MedGen:CN169374
EPHA2:1969	Age-related_cortical_cataract	Human_Phenotype_Ontology:HP:0011143,MedGen:C2880562
NECAP2:55707	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
NBPF1:55672	not_specified	MedGen:CN169374
ATP13A2:23400	Parkinson_disease_9	MedGen:C1847640,OMIM:606693,Orphanet:ORPHA306674
SDHB:6390	not_specified	MedGen:CN169374
PADI4:23569	Rheumatoid_arthritis	Human_Phenotype_Ontology:HP:0001370,MedGen:C0003873,OMIM:180300,SNOMED_CT:69896004
PADI3:51702	Uncombable_hair_syndrome	MedGen:C4551573,OMIM:191480,SNOMED_CT:254230001
PADI6:353238	Preimplantation_embryonic_lethality_2	MedGen:C4310659,OMIM:617234
RCC2:55920	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
ARHGEF10L:55160	Cerebral_visual_impairment_and_intellectual_disability	MedGen:CN235864
ALDH4A1:8659	Hyperprolinemia	Human_Phenotype_Ontology:HP:0008358,MedGen:C0268528
UBR4:23352	not_provided	MedGen:CN517202
EMC1:23065|EMC1-AS1:101927895	not_provided	MedGen:CN517202
EMC1:23065	not_provided	MedGen:CN517202
PLA2G2A:5320	Familial_colorectal_cancer	MedGen:CN029768
PLA2G5:5322	Fleck_retina,_familial_benign	MedGen:C1856718,OMIM:228980,Orphanet:ORPHA363989
PINK1:65018	not_provided	MedGen:CN517202
PINK1:65018|MIR6084:102464833	not_provided	MedGen:CN517202
PINK1:65018|PINK1-AS:100861548	Parkinson_disease_6,_autosomal_recessive_early-onset	MedGen:C1853833,OMIM:605909
DDOST:1650|PINK1:65018|PINK1-AS:100861548	Congenital_disorder_of_glycosylation|not_specified|Parkinson_Disease,_Recessive	MedGen:C0282577,Orphanet:ORPHA137,SNOMED_CT:238049009|MedGen:CN169374|MedGen:CN239372
DDOST:1650|PINK1-AS:100861548	Congenital_disorder_of_glycosylation	MedGen:C0282577,Orphanet:ORPHA137,SNOMED_CT:238049009
DDOST:1650|PINK1:65018	Congenital_disorder_of_glycosylation|Parkinson_Disease,_Recessive	MedGen:C0282577,Orphanet:ORPHA137,SNOMED_CT:238049009|MedGen:CN239372
DDOST:1650	not_specified	MedGen:CN169374
EIF4G3:8672	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
ECE1:1889	Hirschsprung_disease,_cardiac_defects,_and_autonomic_dysfunction	MedGen:C3151237,OMIM:613870
ALPL:249	Hypophosphatasia	MedGen:C0020630,Orphanet:ORPHA436
USP48:84196	not_provided	MedGen:CN517202
HSPG2:3339|LDLRAD2:401944	Dyssegmental_Dysplasia|Schwartz_Jampel_syndrome_type_1	MedGen:C1857100,Orphanet:ORPHA1865|MedGen:C4551479,OMIM:255800
HSPG2:3339	not_provided	MedGen:CN517202
CDC42:998	Takenouchi-Kosaki_syndrome|not_provided	MedGen:C4225222,OMIM:616737|MedGen:CN517202
WNT4:54361	Rokitansky_Kuster_Hauser_syndrome|Mullerian_aplasia_and_hyperandrogenism|Serkal_syndrome	MedGen:C1698581,OMIM:277000,Orphanet:ORPHA3109|MedGen:C2675014,OMIM:158330,Orphanet:ORPHA247768|MedGen:C2678492,OMIM:611812,Orphanet:ORPHA139466
C1QA:712	C1q_deficiency	MedGen:C3150902,OMIM:613652
C1QC:714	C1q_deficiency	MedGen:C3150902,OMIM:613652
C1QB:713	C1q_deficiency	MedGen:C3150902,OMIM:613652
EPHB2:2048	not_provided	MedGen:CN517202
KDM1A:23028	not_specified	MedGen:CN169374
HNRNPR:10236	Inborn_genetic_diseases	MeSH:D030342,MedGen:C0950123
RPL11:6135	Diamond-Blackfan_anemia	Human_Phenotype_Ontology:HP:0004810,MedGen:C1260899,Orphanet:ORPHA124,SNOMED_CT:88854002
GALE:2582	UDPglucose-4-epimerase_deficiency	MedGen:C0751161,OMIM:230350,Orphanet:ORPHA79238,SNOMED_CT:8849004
GALE:2582|HMGCL:3155	Deficiency_of_hydroxymethylglutaryl-CoA_lyase|UDPglucose-4-epimerase_deficiency	MedGen:C0268601,OMIM:246450,SNOMED_CT:124611007|MedGen:C0751161,OMIM:230350,Orphanet:ORPHA79238,SNOMED_CT:8849004
HMGCL:3155	Deficiency_of_hydroxymethylglutaryl-CoA_lyase	MedGen:C0268601,OMIM:246450,SNOMED_CT:124611007
FUCA1:2517	Fucosidosis	MedGen:C0016788,OMIM:230000,Orphanet:ORPHA349,SNOMED_CT:64716005
GRHL3:57822	Van_der_Woude_syndrome_2	MedGen:C1847604,OMIM:606713
GRHL3:57822|STPG1:90529	not_specified	MedGen:CN169374
CLIC4:25932	Short_stature	Human_Phenotype_Ontology:HP:0004322,MedGen:C0349588
RHD:6007|RSRP1:57035	Weakened_expression_of_D_antigen	.
RHCE:6006|RHD:6007	None	None
RHCE:6006	RH-NULL,_AMORPH_TYPE	MedGen:C4693796,OMIM:617970
LDLRAP1:26119	Familial_hypercholesterolemia	MedGen:C0745103,OMIM:143890,SNOMED_CT:397915002,SNOMED_CT:398036000
SELENON:57190	not_specified	MedGen:CN169374
SLC30A2:7780	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
TRIM63:84676	Inborn_genetic_diseases|Primary_familial_hypertrophic_cardiomyopathy	MeSH:D030342,MedGen:C0950123|MedGen:C0949658,Orphanet:ORPHA155,SNOMED_CT:83978005
CNKSR1:10256	not_specified	MedGen:CN169374
CATSPER4:378807	not_provided	MedGen:CN517202
DHDDS:79947	Retinitis_Pigmentosa,_Recessive	MedGen:CN239466
None	Ductal_breast_carcinoma	MedGen:C1527349
ARID1A:8289	not_specified	MedGen:CN169374
PIGV:55650	Hyperphosphatasia-intellectual_disability_syndrome	MedGen:C1855923,Orphanet:ORPHA247262
GPATCH3:63906	not_provided	MedGen:CN517202
NR0B2:8431|NUDC:10726	Obesity,_mild,_early-onset	MedGen:C4016893
KDF1:126695	Ectodermal_dysplasia_12,_hypohidrotic/hair/tooth/nail_type	MedGen:C4310616,OMIM:617337
SLC9A1:6548	Inborn_genetic_diseases	MeSH:D030342,MedGen:C0950123
MAP3K6:9064	not_provided	MedGen:CN517202
FCN3:8547	Immunodeficiency_due_to_ficolin_3_deficiency	MedGen:C3151226,OMIM:613860,Orphanet:ORPHA331190
AHDC1:27245	not_provided	MedGen:CN517202
EPB41:2035	not_provided	MedGen:CN517202
MECR:51102	not_specified	MedGen:CN169374
PTPRU:10076	Short_stature	Human_Phenotype_Ontology:HP:0004322,MedGen:C0349588
SDC3:9672	Obesity,_association_with	MedGen:C4016383
PUM1:9698	SPINOCEREBELLAR_ATAXIA_47	MedGen:C4693672,OMIM:617931
FABP3:2170	not_provided	MedGen:CN517202
ADGRB2:576	Progressive_spastic_paraparesis	Human_Phenotype_Ontology:HP:0007199,MedGen:C0747251
CCDC28B:79140	not_specified	MedGen:CN169374
LCK:3932	Immunodeficiency_22	MedGen:C4014233,OMIM:615758,Orphanet:ORPHA280142
HDAC1:3065	Inborn_genetic_diseases	MeSH:D030342,MedGen:C0950123
YARS:8565	Charcot-Marie-Tooth,_Intermediate	MedGen:CN239334
YARS:8565|S100PBP:64766	not_specified	MedGen:CN169374
HPCA:3208	Dystonia_2,_torsion,_autosomal_recessive	Gene:1862,MedGen:C1857093,OMIM:224500,Orphanet:ORPHA99657
AK2:204	not_specified	MedGen:CN169374
CSMD2:114784	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
GJB4:127534	Erythrokeratodermia_variabilis_et_progressiva_2	MedGen:C4479618,OMIM:617524
GJB3:2707	Erythrokeratodermia_variabilis|Nonsyndromic_Hearing_Loss,_Dominant	MedGen:C4551486,OMIM:133200,SNOMED_CT:70041004|MedGen:CN239435
AGO1:26523	not_specified	MedGen:CN169374
ADPRHL2:54936	NEURODEGENERATION,_CHILDHOOD-ONSET,_STRESS-INDUCED,_WITH_VARIABLE_ATAXIA_AND_SEIZURES	MedGen:CN257777,OMIM:618170
COL8A2:1296	Corneal_dystrophy,_Fuchs_endothelial_1	MedGen:C1850959,OMIM:136800
TRAPPC3:27095	Bardet-Biedl_syndrome	MedGen:C0752166,Orphanet:ORPHA110,SNOMED_CT:5619004
CSF3R:1441	Neutropenia,_severe_congenital,_7,_autosomal_recessive|not_specified	MedGen:C4310764,OMIM:617014,Orphanet:ORPHA420702|MedGen:CN169374
GRIK3:2899	not_specified	MedGen:CN169374
SNIP1:79753	not_specified	MedGen:CN169374
INPP5B:3633	Dent_disease_2	MedGen:C1845167,OMIM:300555,Orphanet:ORPHA93623
NDUFS5:4725	not_specified	MedGen:CN169374
MACF1:23499	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
TRIT1:54802	Combined_oxidative_phosphorylation_deficiency_35|TRIT1_Deficiency	MedGen:C4693466,OMIM:617873|MedGen:CN242004
MFSD2A:84879	not_specified	MedGen:CN169374
PPT1:5538	Neuronal_Ceroid-Lipofuscinosis,_Recessive	MedGen:CN239323
ZMPSTE24:10269	not_provided	MedGen:CN517202
COL9A2:1298	Multiple_Epiphyseal_Dysplasia,_Dominant|Stickler_Syndrome,_Recessive	MedGen:CN043640|MedGen:CN239473
KCNQ4:9132	not_provided	MedGen:CN517202
CTPS1:1503	not_specified	MedGen:CN169374
HIVEP3:59269	not_specified	MedGen:CN169374
PPCS:79717|CCDC30:728621	CARDIOMYOPATHY,_DILATED,_2C	MedGen:CN257789,OMIM:618189
CLDN19:149461	Renal_Hypomagnesemia,_Recessive	MedGen:CN239444
P3H1:64175	not_specified	MedGen:CN169374
ERMAP:114625	Antigen_in_Scianna_blood_group_system	MedGen:C1292292,OMIM:111750,SNOMED_CT:115720000
SLC2A1:6513	Dystonia|Glucose_transporter_type_1_deficiency_syndrome	Human_Phenotype_Ontology:HP:0001332,MedGen:C0013421|MedGen:C1847501,Orphanet:ORPHA71277
SLC2A1:6513|SLC2A1-AS1:440584	Dystonia|Glucose_transporter_type_1_deficiency_syndrome	Human_Phenotype_Ontology:HP:0001332,MedGen:C0013421|MedGen:C1847501,Orphanet:ORPHA71277
CFAP57:149465	Van_der_Woude_syndrome_2	MedGen:C1847604,OMIM:606713
MPL:4352	Congenital_amegakaryocytic_thrombocytopenia|not_specified|not_provided	MedGen:C1327915,OMIM:604498,Orphanet:ORPHA3319|MedGen:CN169374|MedGen:CN517202
SZT2:23334	Seizures	Human_Phenotype_Ontology:HP:0001250,MedGen:C0036572
SZT2:23334|SZT2-AS1:100873952	not_specified	MedGen:CN169374
SZT2:23334|SZT2-AS1:100873952|MIR6735:102465440	not_specified	MedGen:CN169374
SZT2:23334|HYI:81888	not_provided	MedGen:CN517202
PTPRF:5792	Breasts_and/or_nipples,_aplasia_or_hypoplasia_of,_2	MedGen:C4014918,OMIM:616001
ST3GAL3:6487	not_specified	MedGen:CN169374
SLC6A9:6536	Glycine_encephalopathy_with_normal_serum_glycine	MedGen:C4310943,OMIM:617301,Orphanet:ORPHA289863
PTCH2:8643	Gorlin_syndrome	MedGen:C0004779,OMIM:109400,Orphanet:ORPHA377,SNOMED_CT:69408002
EIF2B3:8891	Leukoencephalopathy_with_vanishing_white_matter	MedGen:C1858991,OMIM:603896,Orphanet:ORPHA99854
UROD:7389	Porphyria_cutanea_tarda	MedGen:C0162566,Orphanet:ORPHA101330,SNOMED_CT:61860000
MUTYH:4595	MYH-associated_polyposis	MedGen:C1837991,OMIM:608456,Orphanet:ORPHA247798
MUTYH:4595|TOE1:114034	MYH-associated_polyposis	MedGen:C1837991,OMIM:608456,Orphanet:ORPHA247798
TOE1:114034	Pontocerebellar_hypoplasia,_type_7	MedGen:C3554226,OMIM:614969,Orphanet:ORPHA284339
MMACHC:25974	Disorders_of_Intracellular_Cobalamin_Metabolism	MedGen:CN043592
PRDX1:5052	METHYLMALONIC_ACIDURIA_AND_HOMOCYSTINURIA,_cblC_TYPE,_DIGENIC	MedGen:CN847584
PIK3R3:8503|LOC110117498-PIK3R3:110117499	Familial_cancer_of_breast	MedGen:C0006142,OMIM:114480,Orphanet:ORPHA227535,SNOMED_CT:254843006
TSPAN1:10103|POMGNT1:55624	Muscle_eye_brain_disease	MedGen:C0457133,OMIM:253280,Orphanet:ORPHA588,SNOMED_CT:277950001
POMGNT1:55624	Congenital_muscular_dystrophy-dystroglycanopathy_with_mental_retardation,_type_B3|Limb-girdle_muscular_dystrophy-dystroglycanopathy,_type_C3	MedGen:C3150412,OMIM:613151|MedGen:C3150417,OMIM:613157,Orphanet:ORPHA206564
POMGNT1:55624|LURAP1:541468	not_specified	MedGen:CN169374
RAD54L:8438	Adenocarcinoma_of_the_colon	Human_Phenotype_Ontology:HP:0040276,MedGen:C0338106
FAAH:2166	Polysubstance_abuse,_susceptibility_to	MedGen:C1847831,OMIM:606581
DMBX1:127343	Hearing_impairment|Strabismus|Hypermetropia|Seizures|Muscular_hypotonia|Global_developmental_delay	Human_Phenotype_Ontology:HP:0000365,MedGen:C1384666|Human_Phenotype_Ontology:HP:0000486,MedGen:C0038379|Human_Phenotype_Ontology:HP:0000540,MedGen:C0020490|Human_Phenotype_Ontology:HP:0001250,MedGen:C0036572|Human_Phenotype_Ontology:HP:0001252,MedGen:C0026827|Human_Phenotype_Ontology:HP:0001263,MedGen:C0557874
CYP4B1:1580	not_specified	MedGen:CN169374
STIL:6491	Primary_Microcephaly,_Recessive	MedGen:CN239428
FOXE3:2301|LINC01389:102724077	not_specified	MedGen:CN169374
SLC5A9:200010	not_provided	MedGen:CN517202
BEND5:79656|AGBL4:84871	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
TTC39A:22996	Wolff-Parkinson-White_pattern	MedGen:C0043202,OMIM:194200,Orphanet:ORPHA907,SNOMED_CT:74390002
NRDC:4898	not_provided	MedGen:CN517202
ORC1:4998	Meier-Gorlin_syndrome	MedGen:C1868684,Orphanet:ORPHA2554
COA7:65260	Hepatic_failure,_early-onset,_and_neurologic_disorder_due_to_cytochrome_C_oxidase_deficiency	MedGen:C0268237,OMIM:220110,Orphanet:ORPHA254905,SNOMED_CT:67434000
SCP2:6342	not_provided	MedGen:CN517202
PODN:127435	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
CPT2:1376	Carnitine_palmitoyltransferase_II_deficiency	MedGen:C0342790,Orphanet:ORPHA157,SNOMED_CT:238002005
CPT2:1376|CZIB:54987	Carnitine_palmitoyltransferase_II_deficiency	MedGen:C0342790,Orphanet:ORPHA157,SNOMED_CT:238002005
LRP8:7804	Myocardial_infarction_1	MedGen:C1832662,OMIM:608446
TMEM59:9528	Estrogen_resistance	MedGen:C3809250,OMIM:615363,Orphanet:ORPHA785
TTC4:7268|MROH7-TTC4:100527960	not_provided	MedGen:CN517202
PARS2:25973	not_specified	MedGen:CN169374
DHCR24:1718	Desmosterolosis	MedGen:C1865596,OMIM:602398,Orphanet:ORPHA35107
BSND:7809	Bartter_syndrome	MedGen:C0004775,Orphanet:ORPHA112
PCSK9:255738	Familial_hypercholesterolemia	MedGen:C0745103,OMIM:143890,SNOMED_CT:397915002,SNOMED_CT:398036000
USP24:23358	Short_stature	Human_Phenotype_Ontology:HP:0004322,MedGen:C0349588
FYB2:199920	not_provided	MedGen:CN517202
C8A:731	COMPLEMENT_COMPONENT_8,_ALPHA_SUBUNIT,_A/B_POLYMORPHISM|not_specified	.|MedGen:CN169374
C8B:732	Complement_component_8_deficiency_type_2	MedGen:C3151080,OMIM:613789
DAB1:1600	Irido-corneo-trabecular_dysgenesis|Anophthalmia_-_microphthalmia	Human_Phenotype_Ontology:HP:0000659,MedGen:C4310809,OMIM:604229,SNOMED_CT:204153003|MedGen:CN235161
TACSTD2:4070	Corneal_Dystrophy,_Dominant/Recessive	MedGen:CN239339
MYSM1:114803	BONE_MARROW_FAILURE_SYNDROME_4	MedGen:CN253834,OMIM:618116
JUN:3725	not_provided	MedGen:CN517202
NFIA:4774	not_provided	MedGen:CN517202
KANK4:163782	not_provided	MedGen:CN517202
USP1:7398	not_provided	MedGen:CN517202
DOCK7:85440	Epileptic_encephalopathy,_early_infantile,_23	MedGen:C4014492,OMIM:615859,Orphanet:ORPHA411986
ANGPTL3:27329|DOCK7:85440	Hypobetalipoproteinemia,_familial,_2	MedGen:C1857970,OMIM:605019
ALG6:29929	Congenital_disorder_of_glycosylation|not_specified	MedGen:C0282577,Orphanet:ORPHA137,SNOMED_CT:238049009|MedGen:CN169374
PGM1:5236	not_specified	MedGen:CN169374
ROR1:4919	not_provided	MedGen:CN517202
CACHD1:57685	not_provided	MedGen:CN517202
JAK1:3716	not_specified	MedGen:CN169374
DNAJC6:9829	Parkinson_disease_19a,_juvenile-onset	MedGen:C3809811,OMIM:615528
LEPR:3953|LEPROT:54741	Leptin_receptor_deficiency|Monogenic_Non-Syndromic_Obesity	MedGen:C3554225,OMIM:614963,Orphanet:ORPHA179494|MedGen:CN239457
LEPR:3953	Leptin_receptor_deficiency|Monogenic_Non-Syndromic_Obesity	MedGen:C3554225,OMIM:614963,Orphanet:ORPHA179494|MedGen:CN239457
SLC35D1:23169	not_provided	MedGen:CN517202
IL23R:149233	Inflammatory_bowel_disease_17,_protection_against|Psoriasis,_protection_against	MedGen:C4017090|MedGen:C4017658
RPE65:6121	Leber_congenital_amaurosis|Retinitis_Pigmentosa,_Recessive	MeSH:D057130,MedGen:C0339527,Orphanet:ORPHA65,SNOMED_CT:193413001|MedGen:CN239466
LRRC7:57554	Intellectual_disability	Human_Phenotype_Ontology:HP:0001249,MedGen:C1843367
CTH:1491	Cystathioninuria	Human_Phenotype_Ontology:HP:0003153,MedGen:C0220993,OMIM:219500,Orphanet:ORPHA212,SNOMED_CT:13003007
TNNI3K:51086|FPGT-TNNI3K:100526835	Cardiac_conduction_disease_with_or_without_dilated_cardiomyopathy	MedGen:C4015285,OMIM:616117,Orphanet:ORPHA436242
ACADM:34	Medium-chain_acyl-coenzyme_A_dehydrogenase_deficiency	MedGen:C0220710,OMIM:201450,Orphanet:ORPHA42,SNOMED_CT:128596003
AK5:26289	not_specified	MedGen:CN169374
NEXN:91624|NEXN-AS1:374987	Hypertrophic_cardiomyopathy|Dilated_Cardiomyopathy,_Dominant	Human_Phenotype_Ontology:HP:0001639,MedGen:C0007194,Orphanet:ORPHA217569|MedGen:CN239310
NEXN:91624	not_specified	MedGen:CN169374
FUBP1:8880	not_specified	MedGen:CN169374
PTGFR:5737	latanoprost_response_-_Efficacy	MedGen:CN236563
BCL10:8915	not_specified	MedGen:CN169374
COL24A1:255631	Malignant_tumor_of_prostate	Human_Phenotype_Ontology:HP:0012125,MedGen:C0376358,OMIM:176807,SNOMED_CT:399068003
GBP2:2634	not_provided	MedGen:CN517202
GBP5:115362	not_provided	MedGen:CN517202
ZNF644:84146	Myopia_21,_autosomal_dominant	MedGen:C3279997,OMIM:614167
HFM1:164045	Premature_ovarian_failure_9	MedGen:C3810376,OMIM:615724
